child,parent_1,parent_2,parent_3
GEN=2_MEMBER=45_DE,GEN=1_MEMBER=12_DE,GEN=1_MEMBER=5_DE,GEN=0_MEMBER=2,GEN=0_MEMBER=11
GEN=2_MEMBER=46_DE,GEN=1_MEMBER=1_DE,GEN=1_MEMBER=3_DE,GEN=1_MEMBER=21_DE,GEN=0_MEMBER=10
GEN=2_MEMBER=47_DE,GEN=1_MEMBER=12_DE,GEN=0_MEMBER=0,GEN=0_MEMBER=16,GEN=0_MEMBER=27
GEN=2_MEMBER=48_DE,GEN=1_MEMBER=2_DE,GEN=1_MEMBER=17_DE,GEN=1_MEMBER=23_DE,GEN=0_MEMBER=15
GEN=2_MEMBER=49_DE,GEN=1_MEMBER=3_DE,GEN=1_MEMBER=21_DE,GEN=0_MEMBER=10,GEN=1_MEMBER=23_DE
GEN=2_MEMBER=50_DE,GEN=1_MEMBER=1_DE,GEN=1_MEMBER=3_DE,GEN=1_MEMBER=20_DE,GEN=0_MEMBER=11
GEN=2_MEMBER=51_DE,GEN=0_MEMBER=10,GEN=1_MEMBER=9_DE,GEN=0_MEMBER=16,GEN=0_MEMBER=11
GEN=2_MEMBER=52_DE,GEN=1_MEMBER=3_DE,GEN=1_MEMBER=0_DE,GEN=1_MEMBER=9_DE,GEN=0_MEMBER=16
GEN=2_MEMBER=53_DE,GEN=1_MEMBER=0_DE,GEN=0_MEMBER=9,GEN=0_MEMBER=2,GEN=1_MEMBER=26_DE
GEN=2_MEMBER=54_DE,GEN=1_MEMBER=1_DE,GEN=1_MEMBER=21_DE,GEN=0_MEMBER=16,GEN=0_MEMBER=24
GEN=2_MEMBER=55_DE,GEN=1_MEMBER=12_DE,GEN=1_MEMBER=3_DE,GEN=0_MEMBER=0,GEN=1_MEMBER=18_DE
GEN=2_MEMBER=56_DE,GEN=1_MEMBER=1_DE,GEN=1_MEMBER=12_DE,GEN=1_MEMBER=21_DE,GEN=1_MEMBER=18_DE
GEN=2_MEMBER=57_DE,GEN=1_MEMBER=12_DE,GEN=1_MEMBER=21_DE,GEN=1_MEMBER=5_DE,GEN=0_MEMBER=16
GEN=2_MEMBER=58_DE,GEN=1_MEMBER=9_DE,GEN=0_MEMBER=15,GEN=1_MEMBER=20_DE,GEN=0_MEMBER=27
GEN=2_MEMBER=59_DE,GEN=1_MEMBER=21_DE,GEN=0_MEMBER=10,GEN=0_MEMBER=9,GEN=0_MEMBER=8
GEN=3_MEMBER=60_DE,GEN=2_MEMBER=38_DE,GEN=2_MEMBER=39_DE,GEN=1_MEMBER=21_DE,GEN=2_MEMBER=47_DE
GEN=3_MEMBER=61_DE,GEN=2_MEMBER=51_DE,GEN=1_MEMBER=21_DE,GEN=0_MEMBER=0,GEN=2_MEMBER=34_DE
GEN=3_MEMBER=62_DE,GEN=2_MEMBER=39_DE,GEN=2_MEMBER=45_DE,GEN=0_MEMBER=0,GEN=1_MEMBER=17_DE
GEN=3_MEMBER=63_DE,GEN=1_MEMBER=21_DE,GEN=2_MEMBER=42_DE,GEN=1_MEMBER=24_DE,GEN=1_MEMBER=8_DE
GEN=3_MEMBER=64_DE,GEN=2_MEMBER=41_DE,GEN=2_MEMBER=39_DE,GEN=2_MEMBER=45_DE,GEN=2_MEMBER=55_DE
GEN=3_MEMBER=65_DE,GEN=2_MEMBER=38_DE,GEN=2_MEMBER=51_DE,GEN=1_MEMBER=21_DE,GEN=2_MEMBER=52_DE
GEN=3_MEMBER=66_DE,GEN=1_MEMBER=21_DE,GEN=2_MEMBER=52_DE,GEN=2_MEMBER=44_DE,GEN=0_MEMBER=0
GEN=3_MEMBER=67_DE,GEN=2_MEMBER=43_DE,GEN=2_MEMBER=51_DE,GEN=2_MEMBER=52_DE,GEN=0_MEMBER=0
GEN=3_MEMBER=68_DE,GEN=2_MEMBER=38_DE,GEN=2_MEMBER=39_DE,GEN=2_MEMBER=45_DE,GEN=1_MEMBER=21_DE
GEN=3_MEMBER=69_DE,GEN=2_MEMBER=38_DE,GEN=1_MEMBER=1_DE,GEN=2_MEMBER=42_DE,GEN=2_MEMBER=44_DE
GEN=3_MEMBER=70_DE,GEN=2_MEMBER=41_DE,GEN=2_MEMBER=45_DE,GEN=2_MEMBER=31_DE,GEN=1_MEMBER=21_DE
GEN=3_MEMBER=71_DE,GEN=2_MEMBER=43_DE,GEN=2_MEMBER=45_DE,GEN=2_MEMBER=31_DE,GEN=2_MEMBER=44_DE
GEN=3_MEMBER=72_DE,GEN=2_MEMBER=38_DE,GEN=2_MEMBER=41_DE,GEN=2_MEMBER=45_DE,GEN=2_MEMBER=52_DE
GEN=3_MEMBER=73_DE,GEN=2_MEMBER=51_DE,GEN=2_MEMBER=41_DE,GEN=2_MEMBER=45_DE,GEN=1_MEMBER=1_DE
GEN=3_MEMBER=74_DE,GEN=2_MEMBER=45_DE,GEN=2_MEMBER=31_DE,GEN=0_MEMBER=10,GEN=1_MEMBER=0_DE
GEN=3_MEMBER=75_DE,GEN=2_MEMBER=43_DE,GEN=2_MEMBER=38_DE,GEN=2_MEMBER=47_DE,GEN=2_MEMBER=32_DE
GEN=3_MEMBER=76_DE,GEN=2_MEMBER=43_DE,GEN=2_MEMBER=45_DE,GEN=2_MEMBER=31_DE,GEN=0_MEMBER=10
GEN=3_MEMBER=77_DE,GEN=2_MEMBER=51_DE,GEN=2_MEMBER=41_DE,GEN=2_MEMBER=47_DE,GEN=1_MEMBER=0_DE
GEN=3_MEMBER=78_DE,GEN=2_MEMBER=39_DE,GEN=2_MEMBER=31_DE,GEN=2_MEMBER=44_DE,GEN=0_MEMBER=0
GEN=3_MEMBER=79_DE,GEN=2_MEMBER=31_DE,GEN=2_MEMBER=42_DE,GEN=0_MEMBER=0,GEN=2_MEMBER=55_DE
GEN=3_MEMBER=80_DE,GEN=2_MEMBER=41_DE,GEN=2_MEMBER=39_DE,GEN=2_MEMBER=31_DE,GEN=2_MEMBER=47_DE
GEN=3_MEMBER=81_DE,GEN=2_MEMBER=39_DE,GEN=2_MEMBER=47_DE,GEN=0_MEMBER=10,GEN=1_MEMBER=9_DE
GEN=3_MEMBER=82_DE,GEN=2_MEMBER=43_DE,GEN=2_MEMBER=42_DE,GEN=0_MEMBER=16,GEN=1_MEMBER=0_DE
GEN=3_MEMBER=83_DE,GEN=2_MEMBER=43_DE,GEN=2_MEMBER=51_DE,GEN=2_MEMBER=45_DE,GEN=0_MEMBER=10
GEN=3_MEMBER=84_DE,GEN=2_MEMBER=51_DE,GEN=2_MEMBER=47_DE,GEN=1_MEMBER=24_DE,GEN=1_MEMBER=2_DE
GEN=3_MEMBER=85_DE,GEN=2_MEMBER=38_DE,GEN=2_MEMBER=45_DE,GEN=2_MEMBER=52_DE,GEN=1_MEMBER=3_DE
GEN=3_MEMBER=86_DE,GEN=1_MEMBER=21_DE,GEN=0_MEMBER=10,GEN=2_MEMBER=44_DE,GEN=1_MEMBER=24_DE
GEN=3_MEMBER=87_DE,GEN=2_MEMBER=43_DE,GEN=2_MEMBER=51_DE,GEN=2_MEMBER=45_DE,GEN=0_MEMBER=10
GEN=3_MEMBER=88_DE,GEN=2_MEMBER=43_DE,GEN=2_MEMBER=51_DE,GEN=2_MEMBER=31_DE,GEN=1_MEMBER=5_DE
GEN=3_MEMBER=89_DE,GEN=2_MEMBER=39_DE,GEN=2_MEMBER=47_DE,GEN=2_MEMBER=42_DE,GEN=1_MEMBER=0_DE
GEN=4_MEMBER=90_DE,GEN=3_MEMBER=70_DE,GEN=3_MEMBER=65_DE,GEN=3_MEMBER=60_DE,GEN=0_MEMBER=16
GEN=4_MEMBER=91_DE,GEN=3_MEMBER=63_DE,GEN=0_MEMBER=10,GEN=3_MEMBER=61_DE,GEN=1_MEMBER=3_DE
GEN=4_MEMBER=92_DE,GEN=2_MEMBER=51_DE,GEN=3_MEMBER=63_DE,GEN=1_MEMBER=3_DE,GEN=2_MEMBER=47_DE
GEN=4_MEMBER=93_DE,GEN=2_MEMBER=43_DE,GEN=3_MEMBER=70_DE,GEN=3_MEMBER=63_DE,GEN=2_MEMBER=34_DE
GEN=4_MEMBER=94_DE,GEN=2_MEMBER=43_DE,GEN=2_MEMBER=51_DE,GEN=3_MEMBER=60_DE,GEN=3_MEMBER=82_DE
GEN=4_MEMBER=95_DE,GEN=3_MEMBER=62_DE,GEN=3_MEMBER=69_DE,GEN=3_MEMBER=70_DE,GEN=0_MEMBER=10
GEN=4_MEMBER=96_DE,GEN=3_MEMBER=62_DE,GEN=3_MEMBER=70_DE,GEN=0_MEMBER=0,GEN=1_MEMBER=5_DE
GEN=4_MEMBER=97_DE,GEN=2_MEMBER=43_DE,GEN=2_MEMBER=51_DE,GEN=3_MEMBER=63_DE,GEN=0_MEMBER=16
GEN=4_MEMBER=98_DE,GEN=3_MEMBER=62_DE,GEN=2_MEMBER=43_DE,GEN=3_MEMBER=65_DE,GEN=3_MEMBER=61_DE
GEN=4_MEMBER=99_DE,GEN=3_MEMBER=65_DE,GEN=1_MEMBER=1_DE,GEN=1_MEMBER=3_DE,GEN=2_MEMBER=45_DE
GEN=4_MEMBER=100_DE,GEN=1_MEMBER=1_DE,GEN=3_MEMBER=60_DE,GEN=3_MEMBER=61_DE,GEN=2_MEMBER=38_DE
GEN=4_MEMBER=101_DE,GEN=3_MEMBER=62_DE,GEN=3_MEMBER=84_DE,GEN=3_MEMBER=70_DE,GEN=3_MEMBER=65_DE
GEN=4_MEMBER=102_DE,GEN=2_MEMBER=43_DE,GEN=3_MEMBER=70_DE,GEN=3_MEMBER=65_DE,GEN=0_MEMBER=0
GEN=4_MEMBER=103_DE,GEN=2_MEMBER=51_DE,GEN=3_MEMBER=63_DE,GEN=0_MEMBER=10,GEN=2_MEMBER=39_DE
GEN=4_MEMBER=104_DE,GEN=2_MEMBER=51_DE,GEN=3_MEMBER=70_DE,GEN=0_MEMBER=10,GEN=2_MEMBER=39_DE
GEN=4_MEMBER=105_DE,GEN=2_MEMBER=43_DE,GEN=2_MEMBER=51_DE,GEN=0_MEMBER=0,GEN=2_MEMBER=41_DE
GEN=4_MEMBER=106_DE,GEN=2_MEMBER=43_DE,GEN=3_MEMBER=69_DE,GEN=1_MEMBER=3_DE,GEN=0_MEMBER=16
GEN=4_MEMBER=107_DE,GEN=3_MEMBER=62_DE,GEN=3_MEMBER=60_DE,GEN=2_MEMBER=39_DE,GEN=2_MEMBER=41_DE
GEN=4_MEMBER=108_DE,GEN=3_MEMBER=62_DE,GEN=2_MEMBER=43_DE,GEN=3_MEMBER=84_DE,GEN=3_MEMBER=70_DE
GEN=4_MEMBER=109_DE,GEN=3_MEMBER=62_DE,GEN=3_MEMBER=84_DE,GEN=3_MEMBER=69_DE,GEN=3_MEMBER=82_DE
GEN=4_MEMBER=110_DE,GEN=3_MEMBER=84_DE,GEN=3_MEMBER=69_DE,GEN=2_MEMBER=39_DE,GEN=0_MEMBER=0
GEN=4_MEMBER=111_DE,GEN=2_MEMBER=43_DE,GEN=3_MEMBER=69_DE,GEN=1_MEMBER=5_DE,GEN=2_MEMBER=31_DE
GEN=4_MEMBER=112_DE,GEN=2_MEMBER=43_DE,GEN=2_MEMBER=51_DE,GEN=3_MEMBER=65_DE,GEN=1_MEMBER=1_DE
GEN=4_MEMBER=113_DE,GEN=3_MEMBER=70_DE,GEN=3_MEMBER=60_DE,GEN=0_MEMBER=16,GEN=1_MEMBER=2_DE
GEN=4_MEMBER=114_DE,GEN=3_MEMBER=62_DE,GEN=2_MEMBER=45_DE,GEN=0_MEMBER=16,GEN=1_MEMBER=9_DE
GEN=4_MEMBER=115_DE,GEN=3_MEMBER=69_DE,GEN=3_MEMBER=65_DE,GEN=3_MEMBER=63_DE,GEN=1_MEMBER=1_DE
GEN=4_MEMBER=116_DE,GEN=3_MEMBER=63_DE,GEN=1_MEMBER=1_DE,GEN=0_MEMBER=10,GEN=2_MEMBER=45_DE
GEN=4_MEMBER=117_DE,GEN=3_MEMBER=69_DE,GEN=3_MEMBER=60_DE,GEN=0_MEMBER=10,GEN=2_MEMBER=47_DE
GEN=4_MEMBER=118_DE,GEN=3_MEMBER=62_DE,GEN=3_MEMBER=70_DE,GEN=3_MEMBER=63_DE,GEN=2_MEMBER=45_DE
GEN=4_MEMBER=119_DE,GEN=3_MEMBER=70_DE,GEN=1_MEMBER=21_DE,GEN=0_MEMBER=16,GEN=1_MEMBER=2_DE
GEN=5_MEMBER=120_DE,GEN=4_MEMBER=96_DE,GEN=3_MEMBER=84_DE,GEN=1_MEMBER=3_DE,GEN=4_MEMBER=103_DE
GEN=5_MEMBER=121_DE,GEN=4_MEMBER=96_DE,GEN=4_MEMBER=92_DE,GEN=4_MEMBER=116_DE,GEN=4_MEMBER=94_DE
GEN=5_MEMBER=122_DE,GEN=3_MEMBER=69_DE,GEN=2_MEMBER=51_DE,GEN=4_MEMBER=99_DE,GEN=4_MEMBER=117_DE
GEN=5_MEMBER=123_DE,GEN=4_MEMBER=96_DE,GEN=4_MEMBER=116_DE,GEN=1_MEMBER=1_DE,GEN=4_MEMBER=101_DE
GEN=5_MEMBER=124_DE,GEN=2_MEMBER=51_DE,GEN=3_MEMBER=84_DE,GEN=3_MEMBER=65_DE,GEN=4_MEMBER=108_DE
GEN=5_MEMBER=125_DE,GEN=4_MEMBER=92_DE,GEN=1_MEMBER=3_DE,GEN=4_MEMBER=103_DE,GEN=4_MEMBER=108_DE
GEN=5_MEMBER=126_DE,GEN=4_MEMBER=92_DE,GEN=2_MEMBER=51_DE,GEN=1_MEMBER=1_DE,GEN=4_MEMBER=114_DE
GEN=5_MEMBER=127_DE,GEN=4_MEMBER=104_DE,GEN=4_MEMBER=99_DE,GEN=1_MEMBER=3_DE,GEN=3_MEMBER=61_DE
GEN=5_MEMBER=128_DE,GEN=4_MEMBER=96_DE,GEN=4_MEMBER=92_DE,GEN=1_MEMBER=3_DE,GEN=4_MEMBER=108_DE
GEN=5_MEMBER=129_DE,GEN=2_MEMBER=43_DE,GEN=4_MEMBER=92_DE,GEN=4_MEMBER=95_DE,GEN=3_MEMBER=63_DE
GEN=5_MEMBER=130_DE,GEN=4_MEMBER=104_DE,GEN=1_MEMBER=1_DE,GEN=0_MEMBER=10,GEN=4_MEMBER=94_DE
GEN=5_MEMBER=131_DE,GEN=4_MEMBER=96_DE,GEN=3_MEMBER=69_DE,GEN=4_MEMBER=104_DE,GEN=0_MEMBER=10
GEN=5_MEMBER=132_DE,GEN=3_MEMBER=69_DE,GEN=2_MEMBER=51_DE,GEN=0_MEMBER=10,GEN=4_MEMBER=101_DE
GEN=5_MEMBER=133_DE,GEN=2_MEMBER=43_DE,GEN=4_MEMBER=103_DE,GEN=4_MEMBER=108_DE,GEN=1_MEMBER=5_DE
GEN=5_MEMBER=134_DE,GEN=2_MEMBER=43_DE,GEN=4_MEMBER=104_DE,GEN=2_MEMBER=51_DE,GEN=4_MEMBER=99_DE
GEN=5_MEMBER=135_DE,GEN=4_MEMBER=104_DE,GEN=3_MEMBER=63_DE,GEN=4_MEMBER=117_DE,GEN=4_MEMBER=101_DE
GEN=5_MEMBER=136_DE,GEN=4_MEMBER=92_DE,GEN=4_MEMBER=116_DE,GEN=4_MEMBER=99_DE,GEN=1_MEMBER=5_DE
GEN=5_MEMBER=137_DE,GEN=4_MEMBER=96_DE,GEN=4_MEMBER=104_DE,GEN=4_MEMBER=95_DE,GEN=4_MEMBER=117_DE
GEN=5_MEMBER=138_DE,GEN=4_MEMBER=92_DE,GEN=4_MEMBER=104_DE,GEN=0_MEMBER=10,GEN=3_MEMBER=84_DE
GEN=5_MEMBER=139_DE,GEN=4_MEMBER=92_DE,GEN=4_MEMBER=113_DE,GEN=0_MEMBER=10,GEN=4_MEMBER=114_DE
GEN=5_MEMBER=140_DE,GEN=3_MEMBER=69_DE,GEN=4_MEMBER=113_DE,GEN=4_MEMBER=101_DE,GEN=3_MEMBER=61_DE
GEN=5_MEMBER=141_DE,GEN=3_MEMBER=69_DE,GEN=4_MEMBER=95_DE,GEN=4_MEMBER=117_DE,GEN=0_MEMBER=0
GEN=5_MEMBER=142_DE,GEN=4_MEMBER=95_DE,GEN=3_MEMBER=65_DE,GEN=4_MEMBER=101_DE,GEN=1_MEMBER=5_DE
GEN=5_MEMBER=143_DE,GEN=4_MEMBER=96_DE,GEN=0_MEMBER=10,GEN=4_MEMBER=101_DE,GEN=4_MEMBER=103_DE
GEN=5_MEMBER=144_DE,GEN=4_MEMBER=96_DE,GEN=4_MEMBER=92_DE,GEN=2_MEMBER=51_DE,GEN=4_MEMBER=95_DE
GEN=5_MEMBER=145_DE,GEN=4_MEMBER=96_DE,GEN=4_MEMBER=116_DE,GEN=4_MEMBER=95_DE,GEN=4_MEMBER=113_DE
GEN=5_MEMBER=146_DE,GEN=2_MEMBER=43_DE,GEN=4_MEMBER=113_DE,GEN=3_MEMBER=65_DE,GEN=4_MEMBER=103_DE
GEN=5_MEMBER=147_DE,GEN=4_MEMBER=96_DE,GEN=4_MEMBER=92_DE,GEN=4_MEMBER=99_DE,GEN=3_MEMBER=61_DE
GEN=5_MEMBER=148_DE,GEN=2_MEMBER=51_DE,GEN=0_MEMBER=10,GEN=3_MEMBER=65_DE,GEN=4_MEMBER=103_DE
GEN=5_MEMBER=149_DE,GEN=4_MEMBER=92_DE,GEN=2_MEMBER=51_DE,GEN=4_MEMBER=95_DE,GEN=1_MEMBER=3_DE
GEN=6_MEMBER=150_DE,GEN=2_MEMBER=51_DE,GEN=4_MEMBER=99_DE,GEN=5_MEMBER=135_DE,GEN=0_MEMBER=10
GEN=6_MEMBER=151_DE,GEN=4_MEMBER=95_DE,GEN=1_MEMBER=1_DE,GEN=4_MEMBER=101_DE,GEN=1_MEMBER=5_DE
GEN=6_MEMBER=152_DE,GEN=2_MEMBER=51_DE,GEN=5_MEMBER=129_DE,GEN=1_MEMBER=3_DE,GEN=4_MEMBER=101_DE
GEN=6_MEMBER=153_DE,GEN=5_MEMBER=120_DE,GEN=2_MEMBER=51_DE,GEN=5_MEMBER=134_DE,GEN=1_MEMBER=3_DE
GEN=6_MEMBER=154_DE,GEN=2_MEMBER=51_DE,GEN=4_MEMBER=99_DE,GEN=5_MEMBER=132_DE,GEN=5_MEMBER=138_DE
GEN=6_MEMBER=155_DE,GEN=5_MEMBER=120_DE,GEN=4_MEMBER=95_DE,GEN=5_MEMBER=129_DE,GEN=0_MEMBER=10
GEN=6_MEMBER=156_DE,GEN=2_MEMBER=43_DE,GEN=4_MEMBER=116_DE,GEN=2_MEMBER=51_DE,GEN=5_MEMBER=138_DE
GEN=6_MEMBER=157_DE,GEN=5_MEMBER=120_DE,GEN=4_MEMBER=104_DE,GEN=5_MEMBER=129_DE,GEN=5_MEMBER=132_DE
GEN=6_MEMBER=158_DE,GEN=3_MEMBER=69_DE,GEN=4_MEMBER=92_DE,GEN=1_MEMBER=1_DE,GEN=4_MEMBER=101_DE
GEN=6_MEMBER=159_DE,GEN=5_MEMBER=134_DE,GEN=1_MEMBER=1_DE,GEN=5_MEMBER=129_DE,GEN=5_MEMBER=135_DE
GEN=6_MEMBER=160_DE,GEN=4_MEMBER=99_DE,GEN=4_MEMBER=96_DE,GEN=5_MEMBER=135_DE,GEN=3_MEMBER=65_DE
GEN=6_MEMBER=161_DE,GEN=2_MEMBER=43_DE,GEN=4_MEMBER=116_DE,GEN=5_MEMBER=134_DE,GEN=4_MEMBER=99_DE
GEN=6_MEMBER=162_DE,GEN=5_MEMBER=120_DE,GEN=4_MEMBER=104_DE,GEN=4_MEMBER=116_DE,GEN=3_MEMBER=69_DE
GEN=6_MEMBER=163_DE,GEN=5_MEMBER=120_DE,GEN=2_MEMBER=43_DE,GEN=2_MEMBER=51_DE,GEN=4_MEMBER=96_DE
GEN=6_MEMBER=164_DE,GEN=5_MEMBER=134_DE,GEN=4_MEMBER=96_DE,GEN=5_MEMBER=135_DE,GEN=3_MEMBER=65_DE
GEN=6_MEMBER=165_DE,GEN=2_MEMBER=43_DE,GEN=4_MEMBER=104_DE,GEN=5_MEMBER=134_DE,GEN=3_MEMBER=65_DE
GEN=6_MEMBER=166_DE,GEN=5_MEMBER=120_DE,GEN=4_MEMBER=95_DE,GEN=5_MEMBER=135_DE,GEN=5_MEMBER=130_DE
GEN=6_MEMBER=167_DE,GEN=5_MEMBER=120_DE,GEN=4_MEMBER=92_DE,GEN=1_MEMBER=1_DE,GEN=1_MEMBER=3_DE
GEN=6_MEMBER=168_DE,GEN=4_MEMBER=104_DE,GEN=4_MEMBER=92_DE,GEN=1_MEMBER=1_DE,GEN=5_MEMBER=138_DE
GEN=6_MEMBER=169_DE,GEN=2_MEMBER=43_DE,GEN=4_MEMBER=116_DE,GEN=3_MEMBER=69_DE,GEN=4_MEMBER=96_DE
GEN=6_MEMBER=170_DE,GEN=4_MEMBER=95_DE,GEN=5_MEMBER=135_DE,GEN=4_MEMBER=101_DE,GEN=3_MEMBER=84_DE
